Area_SqFt,Rooms,Build_Year,Location,Street_Type,Furnishing,Property_Type,Has_Pool,Price
2089.88931,4,2010,Prayagraj,Gated Society,Semi-Furnished,Independent House,No,597366
1129.967027,2,1996,Lucknow,Highway Facing,,Independent House,No,303144
2118.258418,5,2010,Prayagraj,Residential Lane,Semi-Furnished,Apartment,Yes,517768
2198.697096,,1994,Prayagraj,Residential Lane,Unfurnished,Duplex,Yes,598581
2196.000073,3,1987,Indore,Residential Lane,Semi-Furnished,Apartment,Yes,475803
2655.066389,6,1997,Indore,Main Road,,Independent House,No,707987
,6,2023,Lucknow,Residential Lane,Semi-Furnished,Apartment,Yes,544323
2206.565229,2,2010,Lucknow,Corner Plot,Semi-Furnished,Independent House,No,541646
2887.195502,7,2017,Prayagraj,Gated Society,Semi-Furnished,Independent House,No,753011
2283.274065,3,2018,Prayagraj,Highway Facing,Unfurnished,Villa,No,604921
3263.347861,6,2009,Indore,Gated Society,Semi-Furnished,Independent House,No,837624
3029.435005,3,1995,Indore,Residential Lane,Furnished,Independent House,Yes,752510
2302.844615,5,1986,Indore,Gated Society,Semi-Furnished,Independent House,Yes,644115
1319.594564,3,1996,Lucknow,Corner Plot,Furnished,Apartment,No,326582
2326.883525,6,2001,Gurugram,Residential Lane,Furnished,Apartment,Yes,663138
7808.573894,7,2005,Jaipur,Main Road,Furnished,Independent House,No,1353997.69
2347.417593,,2015,Kanpur,Corner Plot,Semi-Furnished,Independent House,No,606249
1778.102652,7,2024,Jaipur,Residential Lane,Unfurnished,Apartment,No,488949
2073.275649,6,2019,Gurugram,Residential Lane,Unfurnished,Apartment,Yes,586039
2437.793993,5,2004,Noida,Corner Plot,Semi-Furnished,Apartment,No,611494
3073.953167,7,2023,Kanpur,Corner Plot,Semi-Furnished,Villa,No,863975
1963.700762,4,1998,Delhi,Main Road,Semi-Furnished,Independent House,No,584246
2754.321294,4,2023,Kanpur,Residential Lane,Semi-Furnished,Apartment,Yes,621367
2870.264463,6,1996,Kanpur,Residential Lane,Unfurnished,Apartment,No,616245
3666.797872,7,1997,Kanpur,Gated Society,Unfurnished,Apartment,No,823572
2326.530586,3,2016,Prayagraj,Main Road,Semi-Furnished,Apartment,Yes,572398
2097.131504,7,1992,Gurugram,Corner Plot,Furnished,Independent House,Yes,742468
2549.255531,7,1995,Jaipur,Highway Facing,Semi-Furnished,Independent House,No,668968
2959.108909,5,1989,Noida,Highway Facing,Furnished,Villa,No,853016
1054.870849,7,1990,Jaipur,Corner Plot,Furnished,Apartment,No,393976
2046.355699,2,1992,Jaipur,Gated Society,Unfurnished,Apartment,No,453081
2228.799593,5,1998,Indore,Corner Plot,Semi-Furnished,Duplex,No,604770
10267.12433,7,1990,Indore,Main Road,Semi-Furnished,Villa,Yes,2071401.84
3326.789542,2,2015,Delhi,Main Road,Furnished,Independent House,No,836563
1563.682232,7,1996,Jaipur,Residential Lane,Furnished,Apartment,No,472668
2402.338002,6,1992,Noida,Corner Plot,Semi-Furnished,Apartment,No,611361
2621.513662,7,1989,Lucknow,Residential Lane,Semi-Furnished,Apartment,No,610022
1150.019007,5,2018,Prayagraj,Residential Lane,Furnished,Villa,No,496056
2482.46533,4,2009,Delhi,Gated Society,Semi-Furnished,Apartment,No,665865
2999.102504,5,2013,Kanpur,Gated Society,Semi-Furnished,Independent House,No,723703
2863.200131,5,1993,Indore,Residential Lane,Semi-Furnished,Apartment,No,608714
1686.215186,5,2016,Delhi,Highway Facing,Furnished,Apartment,No,587575
2030.071992,5,2005,Indore,Gated Society,Semi-Furnished,Apartment,No,499530
2657.4808,7,2001,Delhi,Corner Plot,Furnished,Apartment,No,763812
3321.080942,2,1997,Kanpur,Highway Facing,Semi-Furnished,Independent House,Yes,734995
2760.347702,4,2012,Lucknow,Highway Facing,Semi-Furnished,Apartment,No,609974
1661.384873,6,1991,Noida,Residential Lane,Semi-Furnished,Villa,No,592390
3164.257141,7,2001,Lucknow,Residential Lane,Unfurnished,Apartment,No,700394
1189.60125,5,1993,Noida,Gated Society,Semi-Furnished,Duplex,Yes,488419
2935.009992,4,1998,Jaipur,Main Road,Semi-Furnished,Duplex,No,733763
,4,2023,Indore,Corner Plot,Semi-Furnished,Apartment,No,463656
1895.830351,5,1993,Delhi,Highway Facing,Semi-Furnished,Apartment,No,555886
2739.347883,,1996,Jaipur,Main Road,Furnished,Apartment,No,639892
1080.92508,2,1989,Kanpur,Gated Society,Unfurnished,Apartment,No,248640
1989.285355,6,1994,Jaipur,Gated Society,Unfurnished,Apartment,No,515876
2852.553571,5,2015,Noida,Residential Lane,Unfurnished,Villa,No,760414
2040.503769,5,2013,Jaipur,Highway Facing,,Independent House,No,549826
1079.901695,4,1992,Jaipur,Residential Lane,Semi-Furnished,Apartment,No,318597
2373.933572,4,2010,Lucknow,Main Road,Furnished,Independent House,No,658515
1240.980069,7,2012,Noida,Residential Lane,Unfurnished,Apartment,No,418999
2230.303071,3,1989,Prayagraj,Highway Facing,Semi-Furnished,Independent House,Yes,562880
1869.174017,3,2004,Prayagraj,Corner Plot,Furnished,Duplex,No,530841
,6,2018,Noida,Highway Facing,Furnished,Apartment,No,820908
1211.765438,4,1992,Prayagraj,Corner Plot,,Duplex,No,403417
1730.397302,3,1999,Indore,Gated Society,Furnished,Apartment,No,452494
1685.812319,2,2018,Indore,Highway Facing,Furnished,Apartment,No,425631
3588.594626,3,2012,Kanpur,Highway Facing,Unfurnished,Independent House,No,746609
2210.701852,3,2015,Lucknow,Highway Facing,Semi-Furnished,Apartment,No,496171
2440.295906,4,1996,Noida,Main Road,Unfurnished,Apartment,Yes,619353
2889.452592,7,2008,Kanpur,Gated Society,Semi-Furnished,Independent House,No,803015
1349.530831,5,2003,Gurugram,Corner Plot,Furnished,Apartment,No,452776
2329.072022,4,2008,Kanpur,Corner Plot,,Independent House,No,605846
1602.006624,6,2006,Kanpur,Corner Plot,Semi-Furnished,Duplex,No,532257
700,6,1998,Indore,Corner Plot,Semi-Furnished,Apartment,No,264649
2765.735671,4,2010,Gurugram,Highway Facing,Unfurnished,Apartment,Yes,680443
2450.937219,4,1994,Indore,Main Road,Furnished,Apartment,No,529965
1801.115978,7,2010,Jaipur,Gated Society,Unfurnished,Duplex,No,586093
1465.758301,5,1990,Lucknow,Gated Society,Semi-Furnished,Apartment,No,435487
2461.048417,7,1988,Noida,Corner Plot,Unfurnished,Duplex,No,699925
3558.174078,7,1989,Kanpur,Highway Facing,Unfurnished,Apartment,No,736329
2179.880978,4,2011,Prayagraj,Residential Lane,Semi-Furnished,Duplex,No,533498
,6,2022,Delhi,Main Road,Unfurnished,Independent House,No,533436
3022.318426,4,2011,Gurugram,Residential Lane,Unfurnished,Independent House,Yes,780760
